"","subgraph.centrality.scores","Topological.Coefficient","Average.Distance","Barycenter.Centrality","BottleNeck.Centrality","Centroid.value","Closeness.Centrality..Freeman.","Decay.Centrality","Degree.Centrality","Diffusion.Degree","DMNC...Density.of.Maximum.Neighborhood.Component","Eccentricity.Centrality","eigenvector.centralities","K.core.Decomposition","Geodesic.K.Path.Centrality","Kleinberg.s.authority.centrality.scores","Kleinberg.s.hub.centrality.scores","Lin.Centrality","Lobby.Index..Centrality.","Markov.Centrality","Radiality.Centrality","Shortest.Paths.Betweenness.Centrality","Current.Flow.Closeness.Centrality","Closeness.centrality..Latora.","Cross.Clique.Connectivity","Entropy.Centrality","EPC...Edge.Percolated.Component","Laplacian.Centrality","Leverage.Centrality","MNC...Maximum.Neighborhood.Component","Semi.Local.Centrality","Residual.Closeness.Centrality","Stress.Centrality","Load.Centrality","Flow.Betweenness.Centrality","Information.Centrality","Harary.Centrality","Dangalchev.Closeness.Centrality","Group.Centrality","Harmonic.Centrality","Local.Bridging.Centrality","Wiener.Index.Centrality"
"ACP5",2898.75184099351,0.260981912144703,3.44274809160305,0.00221729490022173,6,-91,0.00221729490022173,19.625,9,110,0.0501750035468149,7,0.293845495965686,5,71,0.293845495965686,0.293845495965686,36.8980044345898,6,0.00496998781360436,6.58139534883721,172.039963961462,1.13779987544753,47.2690476190476,33,12.0224545108465,770.792307692308,292,0.029932589384922,6,4906,19.625,0,40,0,1.14662002952077,0.142857142857143,18.625,1.29328120136944,47.2690476190476,0.0736178948113541,451
"ADAMTS1",280.599923043176,0.435897435897436,4.06106870229008,0.0018796992481203,0,-113,0.0018796992481203,14.65625,3,38,0,8,0.0905215005337775,3,60,0.0905215005337776,0.0905215005337776,31.2800751879699,3,0.00253035633787612,5.95348837209302,3.45874125874126,0.898303298901446,39.0761904761905,5,12.0224545108465,685.784615384615,82,-0.550915750915751,2,1612,14.65625,0,43,0,0.905266890365799,0.125,13.65625,0.518540669856459,39.0761904761905,1.11702127659574,532
"ADH1C",2.53943406844574,0.5,4.72519083969466,0.00161550888529887,1,-119,0.00161550888529887,8.40625,2,8,0,8,0.00161051680193811,2,16,0.00161051680193815,0.00161051680193813,26.8836833602585,2,0.00119079009426303,5.27906976744186,15.8040209568231,0.610385878982691,30.3928571428571,3,12.0224545108465,390.923076923077,18,-0.166666666666667,1,103,8.40625,0,33,0,0.615117552463178,0.125,7.40625,0.866666666666667,30.3928571428571,0.666666666666667,619
"AEBP1",197.370343373464,0.705882352941177,4.09160305343511,0.00186567164179104,3,-110,0.00186567164179104,13.625,3,39,0,8,0.0727323597605739,3,61,0.072732359760574,0.072732359760574,31.0466417910448,3,0.00250886795239405,5.92248062015504,0,0.895844132583886,37.7428571428571,8,12.0224545108465,672.192307692308,84,-0.595173453996983,3,1504,13.625,0,34,0,0.902788660743452,0.125,12.625,0.484498834498835,37.7428571428571,1.30841121495327,536
"AHRR",5.05220955801415,0.785714285714286,4.90076335877863,0.00155763239875389,3,-116,0.00155763239875389,9.375,2,13,0,9,0.00621029822251712,2,32,0.00621029822251717,0.00621029822251714,25.9205607476636,2,0.00130355049563906,5.10077519379845,0,0.644655898954426,31.1376984126984,4,12.0224545108465,474.7,28,-0.464285714285714,2,214,9.375,0,22,0,0.649653231504461,0.111111111111111,8.375,0.642857142857143,31.1376984126984,1.36363636363636,642
"AKR1B10",8.43331418114894,0.5,4.76335877862595,0.0016025641025641,5,-121,0.0016025641025641,10.125,2,9,0,9,0.0133431437244195,2,39,0.0133431437244195,0.0133431437244194,26.6682692307692,2,0.00129822362722674,5.24031007751938,42.6535732241615,0.641936343577964,32.2376984126984,3,12.0224545108465,447.653846153846,20,-0.214285714285714,1,223,10.125,34,62,30,0.646912594303375,0.111111111111111,9.125,0.833333333333333,32.2376984126984,0.714285714285714,624
"ALOX15",399.024268589866,0.653846153846154,4.06870229007634,0.00187617260787992,0,-114,0.00187617260787992,14.3125,2,36,0,8,0.108969655885932,2,60,0.108969655885932,0.108969655885932,31.2213883677298,2,0.0019106292699315,5.94573643410853,0,0.788523656464719,38.4595238095238,4,12.0224545108465,577.507692307692,74,-0.784090909090909,2,1639,14.3125,0,12,0,0.794636242948943,0.125,13.3125,0.447619047619048,38.4595238095238,4.11764705882353,533
"ANKFN1",1.66888151200882,1,5.47328244274809,0.00139470013947001,0,-128,0.00139470013947001,5.87109375,1,3,0,8,1.32814255175683e-05,1,12,1.32814255175927e-05,1.3281425517579e-05,23.2092050209205,1,0.000513065754601249,4.51937984496124,0,0.337945392934549,25.8107142857143,2,12.0224545108465,184.823076923077,6,-0.333333333333333,1,38,5.87109375,0,2,0,0.340565124662724,0.125,4.87109375,0.833333333333333,25.8107142857143,2,717
"ARMC3",1643.76279017987,0.230989956958393,4.06870229007634,0.00187617260787992,63,-88,0.00187617260787992,18.3359375,17,178,0.0793218456465995,7,0.00131325648116787,5,47,0.00131325648116839,0.00131325648116816,31.2213883677298,9,0.00325183642321943,5.94573643410853,502.057448753605,1.01557997055365,46.2309523809524,112,12.0224545108465,719.623076923077,628,0.310011389576607,17,5020,18.3359375,0,48,0,1.02345268350368,0.142857142857143,17.3359375,1.89199918439049,46.2309523809524,0.028099242507239,533
"ATP12A",241.493076628606,0.322916666666667,4.06106870229008,0.0018796992481203,2,-116,0.0018796992481203,14.6875,4,36,0,8,0.0840384762356902,3,60,0.0840384762356903,0.0840384762356904,31.2800751879699,4,0.0026836690174573,5.95348837209302,17.9586413586414,0.921514560810572,39.2928571428571,7,12.0224545108465,711.307692307692,84,-0.167582417582418,3,1401,14.6875,9,47,25,0.928658084537787,0.125,13.6875,0.888888888888889,39.2928571428571,0.271758436944938,532
"C11orf88",973.40869857884,0.323529411764706,4.17557251908397,0.00182815356489945,8,-102,0.00182815356489945,15.8984375,11,132,0.0547010257795201,7,0.00086672095092301,5,46,0.000866720950923373,0.000866720950923175,30.4223034734918,8,0.00293128856736021,5.83720930232558,33.3430171447093,0.975070265389311,41.9809523809524,79,12.0224545108465,719.623076923077,374,0.037799043062201,11,3845,15.8984375,0,3,0,0.724499733283506,0.125,14.8984375,1.11335560574691,41.9809523809524,0.079202434950101,547
"C1orf158",332.493737478893,0.419540229885057,4.25190839694656,0.00179533213644524,2,-112,0.00179533213644524,14.0234375,6,79,0.0501750035468149,7,0.000516896776667409,5,46,0.000516896776667615,0.000516896776667564,29.8761220825853,6,0.00241354437484898,5.75968992248062,14.7973304473304,0.897706432382945,38.647619047619,23,12.0224545108465,712.769230769231,188,-0.268819281405094,6,2329,14.0234375,5,44.8333333333333,19,0.982628949617137,0.142857142857143,13.0234375,0.702208419599724,38.647619047619,0.264046835456787,557
"C1orf87",340.176694915147,0.347619047619048,4.22900763358779,0.00180505415162455,2,-109,0.00180505415162455,14.4609375,7,80,0.0387870074129426,7,0.000505527919285568,5,47,0.000505527919285822,0.000505527919285821,30.0379061371841,6,0.00254503750207181,5.78294573643411,25.0544964178425,0.919399264064957,39.397619047619,22,12.0224545108465,713.953846153846,202,-0.132743884468022,7,2339,14.4609375,1,12.3333333333333,5,0.904665396975062,0.142857142857143,13.4609375,0.854986197377502,39.397619047619,0.17212670772564,554
"C20orf85",601.38850526202,0.303225806451613,4.19847328244275,0.00181818181818182,10,-105,0.00181818181818182,15.3984375,10,105,0.0509853030340417,7,0.000625432591740501,5,46,0.000625432591740816,0.000625432591740635,30.2563636363636,7,0.00266527726444958,5.81395348837209,242.371643815122,0.938366190790815,41.147619047619,45,12,713.130769230769,300,0.151035458100675,9,3040,15.3984375,6,26.6666666666667,13,0.926526390142981,0.142857142857143,14.3984375,1.76057782796913,41.147619047619,0.0404198274966227,550
"C4orf47",68.3265146429308,0.321739130434783,4.9618320610687,0.00153846153846154,16,-117,0.00153846153846154,11.73046875,5,42,0,8,0.000167994281514376,3,42,0.000167994281514524,0.000167994281514469,25.6015384615385,4,0.00196521028656279,5.03875968992248,24.9401098901099,0.815645078712947,34.3940476190476,12,12.0224545108465,669.346153846154,104,-0.0654900654900655,5,1064,11.73046875,9,34,24,0.945640347308575,0.142857142857143,10.73046875,1.00952380952381,34.3940476190476,0.18173719376392,650
"C7",69.9147864268058,0.5,4.0763358778626,0.00187265917602996,0,-112,0.00187265917602996,13.90625,2,23,0,8,0.0443273996989725,2,63,0.0443273996989725,0.0443273996989725,31.1629213483146,2,0.00183361880091656,5.93798449612403,5.55,0.773153620551629,37.9261904761905,3,12.0224545108465,571.292307692308,48,-0.652777777777778,1,875,13.90625,3,21,6,0.821967908780491,0.125,12.90625,0.525,37.9261904761905,2.33333333333333,534
"C9orf24",104.842073498245,0.5,5.05343511450382,0.00151057401812689,3,-119,0.00151057401812689,10.57421875,4,42,0,8,0.000185987612120701,4,36,0.000185987612120839,0.000185987612120786,25.1374622356495,4,0.00198249866464517,4.94573643410853,2.09365079365079,0.818110188819207,32.677380952381,8,12.0224545108465,674.9,96,-0.385649644473174,4,1154,10.57421875,0,18,0,0.779147059470634,0.125,9.57421875,0.605194805194805,32.677380952381,0.549812030075188,662
"CA2",202.141307738743,0.34,3.68702290076336,0.0020703933747412,1,-106,0.0020703933747412,15.625,4,38,0,7,0.0765052157331042,3,64,0.0765052157331043,0.0765052157331042,34.4534161490683,4,0.00299339201717711,6.33333333333333,27.4328961353049,0.962919758411843,41.0857142857143,7,12.0224545108465,729.184615384615,88,-0.290890688259109,2,1460,15.625,4,25.6666666666667,13,0.82445212826742,0.125,14.625,0.705357142857143,41.0857142857143,0.420560747663551,483
"CAPSL",1019.99371294704,0.267094017094017,4.14503816793893,0.00184162062615101,11,-98,0.00184162062615101,16.6484375,13,138,0.0689738718784132,7,0.000765189317181643,5,46,0.000765189317182092,0.000765189317182149,30.646408839779,8,0.00296967377920985,5.86821705426357,115.426714671569,0.980478907508245,43.3142857142857,82,12.0224545108465,719.623076923077,432,0.198228170626878,13,3903,16.6484375,19,27.5,17,0.970384252663099,0.142857142857143,15.6484375,1.5490698914612,43.3142857142857,0.0449997335768257,543
"CASC1",52.8036163410281,0.645833333333333,3.82442748091603,0.00199600798403194,0,-112,0.00199600798403194,13.140625,3,34,0,6,0.00137507939322873,3,44,0.00137507939322884,0.00137507939322877,33.2155688622754,3,0.00201100122237955,6.1937984496124,0,0.823126997720381,37.7666666666667,8,12.0224545108465,631.023076923077,74,-0.549450549450549,3,963,13.140625,44,56.5,64,0.988079519194357,0.142857142857143,12.140625,0.515151515151515,37.7666666666667,1.14583333333333,501
"CCDC113",68.5905686397006,0.268115942028986,4.32824427480916,0.0017636684303351,10,-111,0.0017636684303351,13.0546875,6,43,0.0987551639829222,7,0.000248481204129386,3,43,0.000248481204129561,0.000248481204129592,29.3492063492063,5,0.00215682290187651,5.68217054263566,147.516259366725,0.853489512582801,37.347619047619,11,12.0224545108465,685.815384615385,116,0.0837846364162154,4,1081,13.0546875,0,29,0,0.829507827160076,0.166666666666667,12.0546875,1.28373015873016,37.347619047619,0.107890212816409,567
"CCDC114",627.214537568624,0.264935064935065,3.53435114503817,0.00215982721382289,51,-74,0.00215982721382289,18.234375,11,114,0.0427592417900447,6,0.00209431803952292,5,53,0.00209431803952324,0.00209431803952322,35.9416846652268,8,0.00320285171640843,6.48837209302326,544.448787627796,1.01003398351321,45.9,41,11.9794738637012,719.623076923077,338,0.16704202230518,10,3313,18.234375,0,4,0,0.489692013909918,0.125,17.234375,1.61616945856076,45.9,0.0468428513680666,463
"CCDC17",1.85452751154814,1,5.33587786259542,0.00143061516452074,0,-128,0.00143061516452074,6.77734375,1,3,0,8,1.66421199760792e-05,1,23,1.66421199761015e-05,1.66421199760952e-05,23.8068669527897,1,0.000520268532323544,4.65891472868217,0,0.34168799738336,27.077380952381,2,12.0224545108465,186.361538461538,6,-0.333333333333333,1,45,6.77734375,21,37.8333333333333,32,0.860105710354763,0.142857142857143,5.77734375,0.833333333333333,27.077380952381,2,699
"CCDC170",53.7197658267203,0.375,4.98473282442748,0.00153139356814701,26,-120,0.00153139356814701,11.23046875,4,35,0,8,0.000148153225242516,3,42,0.000148153225242616,0.000148153225242552,25.4839203675345,4,0.00167726155279019,5.01550387596899,128,0.75152867094996,33.5607142857143,9,12,618.753846153846,82,-0.115873015873016,3,923,11.23046875,29,49.8333333333333,31,1.01786370431564,0.166666666666667,10.23046875,1.03333333333333,33.5607142857143,0.180658873538789,653
"CCL13",4228.61717769538,0.333333333333333,3.78625954198473,0.00201612903225806,7,-105,0.00201612903225806,18.65625,8,120,0.0310341404824074,8,0.355415566401525,6,72,0.355415566401525,0.355415566401525,33.5504032258064,7,0.00488186676470223,6.23255813953488,8.33246563378142,1.13055594919203,45.2761904761905,58,12.0224545108465,769.215384615385,296,-0.161684477310217,8,5534,18.65625,0,6,0,0.344336741549123,0.125,17.65625,0.860053879811944,45.2761904761905,0.145631067961165,496
"CCL2",33385.8579504395,0.154589371980676,2.98473282442748,0.00255754475703325,117,-31,0.00255754475703325,28.875,30,350,0.109233910891845,7,1,7,82,1,1,42.5601023017903,12,0.00915795510109102,7.04651162790698,1043.74279683404,1.30223337819371,63.1190476190476,403,12.0224545108465,772.923076923077,1570,0.505920255018627,30,15540,28.875,2,17,4,0.757354474600737,0.125,27.875,3.4040297081918,63.1190476190476,0.00842049686102438,391
"CCL7",5588.10385647356,0.389880952380952,3.77099236641221,0.00202429149797571,8,-103,0.00202429149797571,18.75,8,139,0.0310341404824074,8,0.408762771526153,6,73,0.408762771526153,0.408762771526153,33.6862348178138,7,0.00491228127176681,6.24806201550388,5.59206159337738,1.13236760978831,45.4095238095238,80,12.0224545108465,771.523076923077,334,-0.236194281231786,8,6454,18.75,0,8,0,0.62694939551888,0.125,17.75,0.772090916848981,45.4095238095238,0.165796186080408,494
"CCL8",4427.91198980104,0.417857142857143,3.79389312977099,0.00201207243460765,7,-106,0.00201207243460765,18.25,7,124,0.0387870074129426,8,0.363766856276444,6,73,0.363766856276444,0.363766856276444,33.4828973843058,7,0.00452285321958577,6.22480620155039,4.0762987012987,1.1058749687816,44.5761904761905,56,12.0224545108465,766.623076923077,290,-0.291352391352391,7,5753,18.25,0,55,0,1.13931994879817,0.125,17.25,0.709590916848981,44.5761904761905,0.213406292749658,497
"CCNO",52.8036163410281,0.645833333333333,3.82442748091603,0.00199600798403194,0,-112,0.00199600798403194,13.140625,3,34,0,6,0.00137507939322874,3,44,0.00137507939322884,0.00137507939322882,33.2155688622754,3,0.00201100122237954,6.1937984496124,0,0.823126997720381,37.7666666666667,8,12.0224545108465,627,74,-0.549450549450549,3,963,13.140625,50,81.6666666666667,41,1.31232821058281,0.142857142857143,12.140625,0.515151515151515,37.7666666666667,1.14583333333333,501
"CD163",24571.926536532,0.221938775510204,3.18320610687023,0.00239808153477218,29,-57,0.00239808153477218,24.75,21,282,0.105279229823106,7,0.857702238584614,7,78,0.857702238584613,0.857702238584613,39.9064748201439,10,0.00779392569213135,6.84496124031008,214.47051637984,1.26276686170694,56.1190476190476,390,12.0224545108465,772.923076923077,984,0.310813536757083,21,12843,24.75,2,49.5,22,1.14114565327504,0.125,23.75,2.16972928639138,56.1190476190476,0.0192164235206995,417
"CD36",13720.1030131723,0.215932914046122,3.58015267175573,0.00213219616204691,33,-78,0.00213219616204691,22.9375,18,225,0.0793218456465995,8,0.640684921173231,7,76,0.640684921173232,0.640684921173231,35.4818763326226,9,0.00729846393927531,6.44186046511628,241.418106117215,1.24705487824888,52.6595238095238,199,12.0224545108465,772.923076923077,756,0.30547192487595,17,10088,22.9375,2,49.5,42,1.11444764295821,0.125,21.9375,2.2587805129426,52.6595238095238,0.0207111058451975,469
"CFAP299",311.750626745023,0.306034482758621,4.87786259541985,0.00156494522691706,35,-107,0.00156494522691706,13.32421875,8,79,0.0310341404824074,8,0.000373294163511933,5,43,0.00037329416351217,0.000373294163512041,26.0422535211268,6,0.00255882951979167,5.12403100775194,24.7819597069597,0.921969972071345,37.027380952381,23,12.0224545108465,714.384615384615,214,0.00220454983612879,8,2178,13.32421875,0,20,4,0.829507827160076,0.166666666666667,12.32421875,1.06706349206349,37.027380952381,0.11249307536602,639
"CFAP47",120.254370788798,0.265432098765432,4.26717557251908,0.00178890876565295,18,-113,0.00178890876565295,13.8359375,6,50,0,7,0.000433470609091645,5,45,0.000433470609091841,0.000433470609091748,29.7692307692308,5,0.00229533510550836,5.74418604651163,258.631746031746,0.879274318274392,38.397619047619,12,11.9794738637012,692.761538461538,130,-0.0302263525947736,3,1393,13.8359375,119,107.166666666667,154,1.27255575210777,0.142857142857143,12.8359375,1.05519480519481,38.397619047619,0.143352236925016,559
"CHIT1",4830.31558858369,0.474074074074074,3.40458015267176,0.00224215246636771,0,-82,0.00224215246636771,19.4375,6,134,0.0501750035468149,7,0.380251525036383,6,75,0.380251525036383,0.380251525036383,37.3116591928251,6,0.00444245915000763,6.62015503875969,2.80611414729062,1.10053550759334,46.5357142857143,36,12.0224545108465,760.730769230769,298,-0.544800107300107,6,6226,19.4375,101,101.416666666667,106,1.25672197032833,0.125,18.4375,0.426549366895667,46.5357142857143,0.55819659561417,446
"CLCA2",7.34035631354219,0.5,3.9236641221374,0.00194552529182879,3,-126,0.00194552529182879,12.5,2,13,0,7,0.0112782958624015,1,51,0.0112782958624015,0.0112782958624015,32.375486381323,2,0.00100150789080483,6.09302325581395,128,0.548284215532806,36.5690476190476,3,12,379.561538461538,28,-0.166666666666667,1,324,12.5,39,48.5,44,0.929117026118411,0.125,11.5,0.924242424242424,36.5690476190476,0.454545454545455,514
"CLEC5A",2900.91362190151,0.359073359073359,3.87022900763359,0.0019723865877712,13,-110,0.0019723865877712,17.59375,7,101,0.0501750035468149,8,0.294173305556648,5,68,0.294173305556648,0.294173305556648,32.8224852071006,6,0.00416616723999501,6.14728682170543,145.500515625946,1.08024325335654,43.6761904761905,27,12,758.807692307692,244,-0.126008846226238,6,4563,17.59375,6,16.3333333333333,11,0.886090398261017,0.142857142857143,16.59375,1.16894669085072,43.6761904761905,0.0866546313012082,507
"COL15A1",197.370343373463,0.705882352941177,4.09160305343511,0.00186567164179104,3,-110,0.00186567164179104,13.625,3,39,0,8,0.0727323597605739,3,61,0.072732359760574,0.0727323597605739,31.0466417910448,3,0.00250886795239405,5.92248062015504,0,0.895844132583886,37.7428571428571,8,12.0224545108465,677.330769230769,84,-0.595173453996983,3,1504,13.625,3,34.75,9,1.10906679059794,0.142857142857143,12.625,0.484498834498835,37.7428571428571,1.30841121495327,536
"COL3A1",3595.43704539947,0.212418300653595,3.26717557251908,0.00233644859813084,18,-68,0.00233644859813084,22.0625,12,142,0.0630706505250264,7,0.323580809435599,6,81,0.323580809435599,0.323580809435599,38.8808411214953,8,0.00607494863848603,6.75968992248062,281.424994234084,1.19997917756313,51.0357142857143,69,12.0224545108465,772.923076923077,416,0.153460696223854,12,6074,22.0625,0,13,0,0.552534480769494,0.142857142857143,21.0625,1.57889614865421,51.0357142857143,0.0454840805717999,428
"COL6A2",2530.67846019504,0.248837209302326,3.37404580152672,0.00226244343891403,7,-82,0.00226244343891403,20.3125,10,117,0.0427592417900447,7,0.270962758706162,6,77,0.270962758706162,0.270962758706162,37.6493212669683,7,0.00526673694727697,6.65116279069767,121.879641506621,1.1563114939876,48.3690476190476,52,12.0224545108465,772.084615384615,324,0.0988527812057224,10,5123,20.3125,0,2,0,0.357851251045049,0.125,19.3125,1.42548705774512,48.3690476190476,0.0606498194945848,442
"CP",580.691439846387,0.351351351351351,3.51908396946565,0.00216919739696312,1,-92,0.00216919739696312,17.75,4,57,0,7,0.131166910693584,3,71,0.131166910693584,0.131166910693584,36.0976138828633,4,0.00300818709074382,6.50387596899225,13.0034344740227,0.965016933737909,43.9357142857143,7,12.0224545108465,712.215384615385,126,-0.302579979360165,3,2501,17.75,14,47.15,21,1.08861723206473,0.125,16.75,0.770948540706605,43.9357142857143,0.326086956521739,461
"CPM",2.36894729602552,1,4.3587786259542,0.00175131348511384,0,-128,0.00175131348511384,9.046875,1,7,0,7,0.0024386168734062,1,18,0.00243861687340622,0.00243861687340622,29.1436077057793,1,0.000917313345930137,5.65116279069767,0,0.515633643539515,31.6357142857143,2,12.0224545108465,376.515384615385,14,-0.714285714285714,1,178,9.046875,0,34,0,0.902788660743452,0.125,8.046875,0.642857142857143,31.6357142857143,6,571
